id	syndrome	syndrome_id	livre	chapitre	organe_llm	attribution	signe	verbatim	cand1	cand2	cand3	choix
1036	T Alagille Syndrome (Arteriohepatic Dysplasia)		keeling	ch23_liver_gallbladder	liver	direct	Cholestasis	The parenchyma is usually cholestatic with no other distinguishing features.	FOETO:PF.MUL-MET-069 | Cholestase hépatique | multi_organe | 0.5	FOETO:PF.MUL-MET-171 | Inclusions intracellulaires d'alpha-1-antitrypsine dans les hépatocytes | multi_organe | 0.5	FOETO:PF.FOI-MAL-003 | Bouchons biliaires ductulaires (bile plugs) | foie | 0.5	FOETO:PF.MUL-MET-069
1041	T Alagille Syndrome (Arteriohepatic Dysplasia)		verdijk	ch09_incidental_findings	eye	contexte	collagenous nodule at the junction of Descemet membrane and the trabecular meshwork	Histologically, a collagenous nodule is seen at the junction of Descemet membrane and the trabecular meshwork	FOETO:PF.ORL-NOR-016 | Membrane de Descemet primitive | oeil_oreille | 0.6	FOETO:PF.ORL-MAL-015 | Défect de la membrane de Descemet | oeil_oreille | 0.6	FOETO:PF.ORL-MAL-033 | Épaississement de la membrane de Descemet | oeil_oreille | 0.6	NOUVEAU
1042	T Alagille Syndrome (Arteriohepatic Dysplasia)		verdijk	ch09_incidental_findings	eye	contexte	prominent collagenous nodule	Higher magnification, with a prominent collagenous nodule (arrow) (H&E stain, 100×)				NOUVEAU
1043	T Alagille Syndrome (Arteriohepatic Dysplasia)		verdijk	ch09_incidental_findings	eye	contexte	Multiple inconspicuous cell nuclei between the collagen fibers	Multiple inconspicuous cell nuclei are seen between the collagen fibers (H&E stain, 200×)				NON
1011	T Axenfeld-Rieger Syndrome	ORPHA:782	verdijk	ch05_sporadic_anomalies	iris	direct	pupillary changes and hypoplastic anterior iris stroma	Rieger anomaly (or Axenfeld-Rieger anomaly) shows pupillary changes and hypoplastic anterior iris stroma	FOETO:PF.ORL-MAL-018 | Hypoplasie de l'iris | oeil_oreille | 0.9			FOETO:PF.ORL-MAL-018
1012	T Axenfeld-Rieger Syndrome	ORPHA:782	verdijk	ch05_sporadic_anomalies	anterior chamber angle	contexte	anteriorly placed and enlarged Schwalbe’s line associated with ridges of mesodermal tissue	Axenfeld anomaly, with anteriorly placed and enlarged Schwalbe’s line associated with ridges of mesodermal tissue coursing between the anterior iris stroma and Schwalbe’s line				NOUVEAU
87	T Bardet-Biedl Syndrome	ORPHA:110	keeling	ch24_urinary	kidney	direct	large and cystic kidneys with normal surface	The kidneys are large and cystic and their surface is usually normal, since the cysts spare the superficial cortex.	FOETO:PF.REN-NOR-010 | Cortex superficiel épargné par les kystes | rein | 0.52			NON
88	T Bardet-Biedl Syndrome	ORPHA:110	keeling	ch24_urinary	kidney	direct	persistence of normal, non-dilated collecting ducts in the medulla	An important difference, confirmed by the immunohistological analysis, is the persistence of normal, non-dilated collecting ducts in the medulla	FOETO:PF.REN-MAL-017 | Désorientation des tubes collecteurs | rein | 0.6			NOUVEAU
89	T Bardet-Biedl Syndrome	ORPHA:110	keeling	ch24_urinary	kidney	direct	cysts' epithelia are frequently dedifferentiated	although the cysts’ epithelia are frequently dedifferentiated (Fig. 24.23).				NOUVEAU
90	T Bardet-Biedl Syndrome	ORPHA:110	keeling	ch24_urinary	liver	direct	moderate portal fibrosis without ductular proliferation	In addition, the liver is normal or shows only moderate portal fibrosis without ductular proliferation (Fig. 24.24).	FOETO:PF.FOI-MAL-020 | Fibrose portale avec prolifération ductulaire extensive | foie | 0.54			NOUVEAU
93	T Bardet-Biedl Syndrome	ORPHA:110	soffoet	ch09_rein_voies_urinaires	rein	direct	kystes arrondis dont la taille augmente de la surface à la profondeur	kystes arrondis dont la taille augmente de la surface à la profondeur				FOETO:PF.REN-NOR-013
94	T Bardet-Biedl Syndrome	ORPHA:110	soffoet	ch09_rein_voies_urinaires	rein	contexte	persistance dans la médullaire de tubes collecteurs inter-kystiques normaux, non dilatés	persistance dans la médullaire de tubes collecteurs inter-kystiques normaux, non dilatés	FOETO:PF.REN-MAL-017 | Désorientation des tubes collecteurs | rein | 0.6			NOUVEAU
1312	T Mowat-Wilson Syndrome	ORPHA:2152	genereviews	mws	gut	direct	submucosal supernumerary smooth muscle coat	submucosal supernumerary smooth muscle coat has been identified more commonly in people with classic MWS	FOETO:PF.POU-NOR-016 | Muscle lisse péribronchique | poumon | 0.6			NOUVEAU
1075	U Amnion Rupture Sequence		benirschke	ch15_membranes	placenta	direct	infiltration with enlarged macrophages	The placental surface is usually somewhat opaque owing to infiltration with enlarged macrophages.	FOETO:PF.MUL-MET-180 | Infiltrat macrophagique dans le tissu adipeux | multi_organe | 0.6	FOETO:PP.PLA-MET-021 | Placentomégalie avec aspect pâle | placenta | 0.47		NOUVEAU
821	U Caudal Dysplasia Sequence (Caudal Regression Syndrome)	ORPHA:3027	verdijk	ch09_incidental_findings	retina	direct	hyperplastic RPE cells	A well-demarcated area composed of hyperplastic RPE cells was identified				NOUVEAU
1184	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	abdominal wall	direct	atrophy of the muscles of the anterior abdominal wall	The combination of atrophy of the muscles of the anterior abdominal wall, undescended testes with bilateral hydronephrosis, and hydroureter in an infant male is termed the “prune belly” syndrome	FOETO:PF.CER-RET-005 | Atrophie des racines antérieures | cerveau | 0.6			NON
1185	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	testes	direct	undescended testes	The combination of atrophy of the muscles of the anterior abdominal wall, undescended testes with bilateral hydronephrosis, and hydroureter in an infant male is termed the “prune belly” syndrome	FOETO:PF.GEN-MAL-028 | Infarctus testiculaire néonatal | genital | 0.5	FOETO:PF.GEN-NOR-086 | Hyperplasie des cellules de Leydig fœtales | genital | 0.5	FOETO:PF.GEN-MAL-014 | Dysgénésie gonadique — testicule dysgénétique | genital | 0.5	NON
1186	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	kidney	direct	bilateral hydronephrosis	The combination of atrophy of the muscles of the anterior abdominal wall, undescended testes with bilateral hydronephrosis, and hydroureter in an infant male is termed the “prune belly” syndrome	FOETO:PF.REN-MAL-048 | Sclérose mésangiale diffuse | rein | 0.5	FOETO:PF.REN-MAL-024 | Hypercellularité mésangiale glomérulaire | rein | 0.5	FOETO:PF.REN-MAL-011 | Dilatation microkystique des tubules proximaux | rein | 0.5	NON
1187	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	ureter	direct	hydroureter	The combination of atrophy of the muscles of the anterior abdominal wall, undescended testes with bilateral hydronephrosis, and hydroureter in an infant male is termed the “prune belly” syndrome				NON
1188	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	urethra	direct	tapering dilatation of the posterior urethra narrowing into the membranous urethra	More often, there is tapering dilatation of the posterior urethra narrowing into the membranous urethra without obstruction, although clinical investigation indicates an abnormal functional resistance in the membranous urethra.				NON
1189	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	bladder	direct	thick-walled bladder	The bladder is thick-walled, although usually not trabeculated.	FOETO:PF.REN-MAL-006 | Artérioles à paroi épaissie | rein | 0.6			NON
1190	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	bladder	direct	abnormally wide trigone	The trigone is abnormally wide and the ureteric orifices dilated and subject to vesicoureteric reflux.				NON
1191	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	bladder	direct	dilated ureteric orifices	The trigone is abnormally wide and the ureteric orifices dilated and subject to vesicoureteric reflux.				NON
1192	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	ureter	direct	dilated and tortuous ureters	The ureters are dilated and tortuous; the kidneys are hydronephrotic and show varying degrees of dysplastic development.	FOETO:PF.REN-MAL-046 | Rein multikystique | rein | 0.47			NON
1193	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	kidney	direct	hydronephrotic kidneys	The ureters are dilated and tortuous; the kidneys are hydronephrotic and show varying degrees of dysplastic development.	FOETO:PF.REN-MAL-046 | Rein multikystique | rein | 0.47			NON
1194	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	keeling	ch24_urinary	kidney	direct	dysplastic development of kidneys	The ureters are dilated and tortuous; the kidneys are hydronephrotic and show varying degrees of dysplastic development.	FOETO:PF.REN-MAL-046 | Rein multikystique | rein | 0.6			NOUVEAU
1197	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	soffoet	ch07_digestif_foie	paroi abdominale	direct	défaut de musculature pariétale abdominale	défaut de musculature pariétale abdominale - dilatation vésico-urétérale et cryptorchidie				NOUVEAU
1199	U Early Urethral Obstruction Sequence  (Prune Belly Syndrome)	ORPHA:2970	soffoet	ch07_digestif_foie	muscles abdominaux	direct	atrophie ou hypotrophie cellulaire des muscles	il en résulte alors une atrophie ou une hypotrophie à l’échelle cellulaire, probablement réversible				NOUVEAU
1225	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	overdistension of the central canal (hydromyelia)	The spinal cord abnormalities may comprise overdistension of the central canal (hydromyelia; Figure 2.7a)	FOETO:PF.CER-MAL-140 | Hydromyélie | cerveau | 1.0			FOETO:PF.CER-MAL-140
1226	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	longitudinal duplication or splitting of the spinal cord (diplomyelia, diastematomyelia)	longitudinal duplication or splitting of the spinal cord (diplomyelia, diastematomyelia; Figure 2.7b)	FOETO:PF.CER-MAL-203 | Moelle épinière dupliquée (diplomyélie) | cerveau | 1.0	FOETO:PF.CER-MAL-060 | Diastematomyélie | cerveau | 1.0	FOETO:PF.CER-MAL-065 | Diplomyélie | cerveau | 1.0	FOETO:PF.CER-MAL-203
1227	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	tethering of the lower end of the cord, often in association with lipoma	tethering of the lower end of the cord, often in association with lipoma (lipomyelomeningocele)	FOETO:PF.CER-MAL-205 | Myéloméningocèle | cerveau | 0.8	FOETO:PF.CER-MAL-190 | Lipome spinal (lipomyéloméningocèle) | cerveau | 0.47		NOUVEAU
1228	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	thickening of the filum terminale	variable combinations of thickening of the filum terminale, low or dilated conus medullaris, spinal lipoma	FOETO:PF.CER-MAL-190 | Lipome spinal (lipomyéloméningocèle) | cerveau | 0.47	FOETO:PF.CER-MAL-189 | Lipome intradural spinal | cerveau | 0.47		NOUVEAU
1229	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	low or dilated conus medullaris	variable combinations of thickening of the filum terminale, low or dilated conus medullaris, spinal lipoma	FOETO:PF.CER-MAL-190 | Lipome spinal (lipomyéloméningocèle) | cerveau | 0.47	FOETO:PF.CER-MAL-189 | Lipome intradural spinal | cerveau | 0.47		NON
1230	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	spinal lipoma	variable combinations of thickening of the filum terminale, low or dilated conus medullaris, spinal lipoma	FOETO:PF.CER-MAL-190 | Lipome spinal (lipomyéloméningocèle) | cerveau | 0.6	FOETO:PF.CER-MAL-189 | Lipome intradural spinal | cerveau | 0.6		FOETO:PF.CER-MAL-190
1231	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	dermoid cyst	spinal lipoma, dermoid cyst, split cord, hydromyelia, and sacral agenesis	FOETO:PF.CER-MAL-140 | Hydromyélie | cerveau | 0.8	FOETO:PF.CER-MAL-183 | Kyste dermoïde spinal | cerveau | 0.7	FOETO:PF.CER-MAL-190 | Lipome spinal (lipomyéloméningocèle) | cerveau | 0.47	FOETO:PF.CER-MAL-183
1232	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	split cord	dermoid cyst, split cord, hydromyelia, and sacral agenesis	FOETO:PF.CER-MAL-140 | Hydromyélie | cerveau | 0.8	FOETO:PF.CER-MAL-183 | Kyste dermoïde spinal | cerveau | 0.47		FOETO:PF.CER-MAL-060
1233	U Occult Spinal Dysraphism Sequence  (Tethered Cord Malformation Sequence)		devneuro	ch02_neural_tube_defects	spinal cord	direct	hydromyelia	dermoid cyst, split cord, hydromyelia, and sacral agenesis	FOETO:PF.CER-MAL-140 | Hydromyélie | cerveau | 1.0	FOETO:PF.CER-MAL-183 | Kyste dermoïde spinal | cerveau | 0.47		FOETO:PF.CER-MAL-140
545	U Septo-Optic Dysplasia Sequence	ORPHA:3157	keeling	ch28_brain_malformations	septum pellucidum	direct	septal agenesis	midline defects including septal agenesis and/or callosal agenesis	FOETO:PF.CER-MAL-017 | Agénésie du septum pellucidum | cerveau | 1.0			FOETO:PF.CER-MAL-017
546	U Septo-Optic Dysplasia Sequence	ORPHA:3157	keeling	ch28_brain_malformations	corpus callosum	direct	callosal agenesis	midline defects including septal agenesis and/or callosal agenesis	FOETO:PF.CER-MAL-017 | Agénésie du septum pellucidum | cerveau | 0.8	FOETO:PF.MUL-MET-016 | Agénésie ou hypoplasie du corps calleux dans le contexte métabolique | multi_organe | 0.5	FOETO:PF.CER-MAL-126 | Gyration radiale médiane anormale | cerveau | 0.5	FOETO:PF.CER-MAL-016
549	U Septo-Optic Dysplasia Sequence	ORPHA:3157	keeling	ch28_brain_malformations	olfactory bulb	direct	olfactory agenesis	In rare neuropathological studies, olfactory agenesis, hypothalamus dysplasia and heterotopia are reported.	FOETO:PF.CER-MAL-014 | Agénésie des bulbes olfactifs | cerveau | 0.6			FOETO:PF.CER-MAL-014
550	U Septo-Optic Dysplasia Sequence	ORPHA:3157	keeling	ch28_brain_malformations	hypothalamus	direct	hypothalamus dysplasia	In rare neuropathological studies, olfactory agenesis, hypothalamus dysplasia and heterotopia are reported.	FOETO:PF.CER-MAL-014 | Agénésie des bulbes olfactifs | cerveau | 0.47			NOUVEAU
551	U Septo-Optic Dysplasia Sequence	ORPHA:3157	keeling	ch28_brain_malformations	brain	direct	heterotopia	In rare neuropathological studies, olfactory agenesis, hypothalamus dysplasia and heterotopia are reported.	FOETO:PF.CER-INF-040 | Nodules de cellules de la zone germinale — périventriculaires | cerveau | 0.5	FOETO:PF.CER-VAS-002 | Nécrose du secteur CA1 de l'hippocampe | cerveau | 0.5	FOETO:PF.CER-NOR-034 | Lamination rudimentaire des nodules hétérotopiques | cerveau | 0.5	NOUVEAU
556	U Septo-Optic Dysplasia Sequence	ORPHA:3157	perineuro	s4_gray_matter_lesions	optic nerve and chiasm	direct	atrophy of optic nerve and chiasm	optic nerve and chiasm atrophy	FOETO:PF.MUL-MET-041 | Atrophie optique | multi_organe | 0.9	FOETO:PF.ORL-MAL-008 | Colobome du nerf optique | oeil_oreille | 0.6	FOETO:PF.ORL-MAL-019 | Hypoplasie du nerf optique | oeil_oreille | 0.6	FOETO:PF.MUL-MET-041
557	U Septo-Optic Dysplasia Sequence	ORPHA:3157	perineuro	s4_gray_matter_lesions	septum pellucidum	direct	absence of septum pellucidum	absent septum pellucidum	FOETO:PF.CER-MAL-008 | Absence du septum pellucidum | cerveau | 0.9	FOETO:PF.CER-CLA-013 | Aplasie du septum pellucidum | cerveau | 0.6	FOETO:PF.CER-NOR-079 | Septum pellucidum | cerveau | 0.6	FOETO:PF.CER-MAL-008
558	U Septo-Optic Dysplasia Sequence	ORPHA:3157	perineuro	s4_gray_matter_lesions	brain	direct	tissue destruction in the distribution of proximal penetrating branches of the middle cerebral arteries	tissue destruction in the distribution of proximal penetrating branches of the middle cerebral arteries				NOUVEAU
559	U Septo-Optic Dysplasia Sequence	ORPHA:3157	perineuro	s4_gray_matter_lesions	brain	contexte	focal polymicrogyria and gliosis	Focal polymicrogyria and gliosis were suggestive of an in utero ischemic process	FOETO:PF.MUL-MET-239 | Polymicrogyrie | multi_organe | 1.0	FOETO:PF.CER-MAL-235 | Polymicrogyrie bilatérale symétrique | cerveau | 0.5	FOETO:PF.CER-MAL-251 | Schizencéphalie | cerveau | 0.5	FOETO:PF.MUL-MET-239
